decision_rate_h,mean_service_s,deadline_s,Q,empirical_status
30,14.648401826484019,90.0,0.9954563060963872,approximate cadence implied by 10-15 decisions / 15-20 min
30,14.885844748858446,90.0,0.9949884612230646,approximate cadence implied by 10-15 decisions / 15-20 min
30,15.123287671232877,90.0,0.9944894285872542,approximate cadence implied by 10-15 decisions / 15-20 min
30,15.360730593607306,90.0,0.9939584598868146,approximate cadence implied by 10-15 decisions / 15-20 min
30,15.598173515981735,90.0,0.9933948545706792,approximate cadence implied by 10-15 decisions / 15-20 min
30,15.835616438356164,90.0,0.9927979603147443,approximate cadence implied by 10-15 decisions / 15-20 min
30,16.073059360730593,90.0,0.9921671732451257,approximate cadence implied by 10-15 decisions / 15-20 min
30,16.310502283105023,90.0,0.9915019379301192,approximate cadence implied by 10-15 decisions / 15-20 min
30,16.54794520547945,90.0,0.990801747161808,approximate cadence implied by 10-15 decisions / 15-20 min
30,16.78538812785388,90.0,0.990066141547672,approximate cadence implied by 10-15 decisions / 15-20 min
30,17.022831050228312,90.0,0.9892947089318189,approximate cadence implied by 10-15 decisions / 15-20 min
30,17.26027397260274,90.0,0.9884870836646107,approximate cadence implied by 10-15 decisions / 15-20 min
30,17.497716894977167,90.0,0.9876429457385144,approximate cadence implied by 10-15 decisions / 15-20 min
30,17.735159817351597,90.0,0.9867620198070307,approximate cadence implied by 10-15 decisions / 15-20 min
30,17.972602739726028,90.0,0.9858440741025107,approximate cadence implied by 10-15 decisions / 15-20 min
30,18.210045662100455,90.0,0.9848889192676397,approximate cadence implied by 10-15 decisions / 15-20 min
30,18.447488584474886,90.0,0.9838964071143204,approximate cadence implied by 10-15 decisions / 15-20 min
30,18.684931506849317,90.0,0.9828664293226591,approximate cadence implied by 10-15 decisions / 15-20 min
30,18.922374429223744,90.0,0.9817989160917453,approximate cadence implied by 10-15 decisions / 15-20 min
30,19.15981735159817,90.0,0.9806938347529455,approximate cadence implied by 10-15 decisions / 15-20 min
30,19.397260273972602,90.0,0.9795511883554874,approximate cadence implied by 10-15 decisions / 15-20 min
30,19.634703196347033,90.0,0.9783710142332094,approximate cadence implied by 10-15 decisions / 15-20 min
30,19.87214611872146,90.0,0.9771533825605033,approximate cadence implied by 10-15 decisions / 15-20 min
30,20.109589041095887,90.0,0.9758983949046633,approximate cadence implied by 10-15 decisions / 15-20 min
30,20.347031963470318,90.0,0.974606182781099,approximate cadence implied by 10-15 decisions / 15-20 min
30,20.58447488584475,90.0,0.9732769062171572,approximate cadence implied by 10-15 decisions / 15-20 min
30,20.821917808219176,90.0,0.971910752329638,approximate cadence implied by 10-15 decisions / 15-20 min
30,21.059360730593607,90.0,0.9705079339204653,approximate cadence implied by 10-15 decisions / 15-20 min
30,21.296803652968038,90.0,0.9690686880944124,approximate cadence implied by 10-15 decisions / 15-20 min
30,21.534246575342465,90.0,0.9675932749022511,approximate cadence implied by 10-15 decisions / 15-20 min
30,21.771689497716892,90.0,0.9660819760122079,approximate cadence implied by 10-15 decisions / 15-20 min
30,22.009132420091323,90.0,0.964535093412175,approximate cadence implied by 10-15 decisions / 15-20 min
30,22.246575342465754,90.0,0.9629529481447114,approximate cadence implied by 10-15 decisions / 15-20 min
30,22.48401826484018,90.0,0.961335879076507,approximate cadence implied by 10-15 decisions / 15-20 min
30,22.72146118721461,90.0,0.9596842417036466,approximate cadence implied by 10-15 decisions / 15-20 min
30,22.958904109589042,90.0,0.9579984069937119,approximate cadence implied by 10-15 decisions / 15-20 min
30,23.19634703196347,90.0,0.9562787602654798,approximate cadence implied by 10-15 decisions / 15-20 min
30,23.433789954337897,90.0,0.954525700106745,approximate cadence implied by 10-15 decisions / 15-20 min
30,23.671232876712327,90.0,0.9527396373305651,approximate cadence implied by 10-15 decisions / 15-20 min
30,23.908675799086758,90.0,0.9509209939700365,approximate cadence implied by 10-15 decisions / 15-20 min
30,24.146118721461185,90.0,0.9490702023115418,approximate cadence implied by 10-15 decisions / 15-20 min
30,24.383561643835616,90.0,0.9471877039662507,approximate cadence implied by 10-15 decisions / 15-20 min
30,24.621004566210043,90.0,0.9452739489795285,approximate cadence implied by 10-15 decisions / 15-20 min
30,24.858447488584474,90.0,0.9433293949777892,approximate cadence implied by 10-15 decisions / 15-20 min
30,25.0958904109589,90.0,0.9413545063522303,approximate cadence implied by 10-15 decisions / 15-20 min
30,25.333333333333332,90.0,0.9393497534787973,approximate cadence implied by 10-15 decisions / 15-20 min
30,25.570776255707763,90.0,0.9373156119736619,approximate cadence implied by 10-15 decisions / 15-20 min
30,25.80821917808219,90.0,0.9352525619834208,approximate cadence implied by 10-15 decisions / 15-20 min
30,26.04566210045662,90.0,0.9331610875091909,approximate cadence implied by 10-15 decisions / 15-20 min
30,26.283105022831048,90.0,0.9310416757637162,approximate cadence implied by 10-15 decisions / 15-20 min
30,26.52054794520548,90.0,0.928894816560584,approximate cadence implied by 10-15 decisions / 15-20 min
30,26.757990867579906,90.0,0.9267210017346136,approximate cadence implied by 10-15 decisions / 15-20 min
30,26.995433789954337,90.0,0.9245207245924656,approximate cadence implied by 10-15 decisions / 15-20 min
30,27.232876712328768,90.0,0.9222944793925113,approximate cadence implied by 10-15 decisions / 15-20 min
30,27.470319634703195,90.0,0.920042760852987,approximate cadence implied by 10-15 decisions / 15-20 min
30,27.707762557077626,90.0,0.9177660636874629,approximate cadence implied by 10-15 decisions / 15-20 min
30,27.945205479452053,90.0,0.9154648821666583,approximate cadence implied by 10-15 decisions / 15-20 min
30,28.182648401826484,90.0,0.9131397097056357,approximate cadence implied by 10-15 decisions / 15-20 min
30,28.42009132420091,90.0,0.9107910384754209,approximate cadence implied by 10-15 decisions / 15-20 min
30,28.65753424657534,90.0,0.9084193590381068,approximate cadence implied by 10-15 decisions / 15-20 min
30,28.894977168949772,90.0,0.906025160004511,approximate cadence implied by 10-15 decisions / 15-20 min
30,29.1324200913242,90.0,0.9036089277134772,approximate cadence implied by 10-15 decisions / 15-20 min
30,29.36986301369863,90.0,0.9011711459319252,approximate cadence implied by 10-15 decisions / 15-20 min
30,29.607305936073057,90.0,0.8987122955747773,approximate cadence implied by 10-15 decisions / 15-20 min
30,29.84474885844749,90.0,0.896232854443906,approximate cadence implied by 10-15 decisions / 15-20 min
30,30.082191780821915,90.0,0.8937332969852747,approximate cadence implied by 10-15 decisions / 15-20 min
30,30.319634703196346,90.0,0.8912140940634596,approximate cadence implied by 10-15 decisions / 15-20 min
30,30.557077625570773,90.0,0.8886757127527688,approximate cadence implied by 10-15 decisions / 15-20 min
30,30.794520547945204,90.0,0.886118616144196,approximate cadence implied by 10-15 decisions / 15-20 min
30,31.031963470319635,90.0,0.8835432631674719,approximate cadence implied by 10-15 decisions / 15-20 min
30,31.269406392694062,90.0,0.8809501084274959,approximate cadence implied by 10-15 decisions / 15-20 min
30,31.506849315068493,90.0,0.8783396020544598,approximate cadence implied by 10-15 decisions / 15-20 min
30,31.74429223744292,90.0,0.8757121895669959,approximate cadence implied by 10-15 decisions / 15-20 min
30,31.98173515981735,90.0,0.8730683117477052,approximate cadence implied by 10-15 decisions / 15-20 min
30,32.219178082191775,90.0,0.8704084045304481,approximate cadence implied by 10-15 decisions / 15-20 min
30,32.45662100456621,90.0,0.8677328988987976,approximate cadence implied by 10-15 decisions / 15-20 min
30,32.694063926940636,90.0,0.8650422207950841,approximate cadence implied by 10-15 decisions / 15-20 min
30,32.93150684931507,90.0,0.862336791039475,approximate cadence implied by 10-15 decisions / 15-20 min
30,33.1689497716895,90.0,0.8596170252585664,approximate cadence implied by 10-15 decisions / 15-20 min
30,33.406392694063925,90.0,0.856883333822968,approximate cadence implied by 10-15 decisions / 15-20 min
30,33.64383561643835,90.0,0.8541361217934023,approximate cadence implied by 10-15 decisions / 15-20 min
30,33.88127853881278,90.0,0.8513757888748446,approximate cadence implied by 10-15 decisions / 15-20 min
30,34.118721461187214,90.0,0.848602729378257,approximate cadence implied by 10-15 decisions / 15-20 min
30,34.35616438356164,90.0,0.8458173321894884,approximate cadence implied by 10-15 decisions / 15-20 min
30,34.593607305936075,90.0,0.8430199807449272,approximate cadence implied by 10-15 decisions / 15-20 min
30,34.8310502283105,90.0,0.8402110530135176,approximate cadence implied by 10-15 decisions / 15-20 min
30,35.06849315068493,90.0,0.8373909214847608,approximate cadence implied by 10-15 decisions / 15-20 min
30,35.30593607305936,90.0,0.8345599531623471,approximate cadence implied by 10-15 decisions / 15-20 min
30,35.543378995433784,90.0,0.8317185095630706,approximate cadence implied by 10-15 decisions / 15-20 min
30,35.78082191780822,90.0,0.8288669467207063,approximate cadence implied by 10-15 decisions / 15-20 min
30,36.018264840182646,90.0,0.8260056151945355,approximate cadence implied by 10-15 decisions / 15-20 min
30,36.25570776255708,90.0,0.8231348600822214,approximate cadence implied by 10-15 decisions / 15-20 min
30,36.49315068493151,90.0,0.8202550210367548,approximate cadence implied by 10-15 decisions / 15-20 min
30,36.730593607305934,90.0,0.8173664322872004,approximate cadence implied by 10-15 decisions / 15-20 min
30,36.96803652968036,90.0,0.8144694226629849,approximate cadence implied by 10-15 decisions / 15-20 min
30,37.20547945205479,90.0,0.8115643156214865,approximate cadence implied by 10-15 decisions / 15-20 min
30,37.44292237442922,90.0,0.8086514292786918,approximate cadence implied by 10-15 decisions / 15-20 min
30,37.68036529680365,90.0,0.8057310764427017,approximate cadence implied by 10-15 decisions / 15-20 min
30,37.917808219178085,90.0,0.8028035646498736,approximate cadence implied by 10-15 decisions / 15-20 min
30,38.15525114155251,90.0,0.7998691962034056,approximate cadence implied by 10-15 decisions / 15-20 min
30,38.39269406392694,90.0,0.7969282682141715,approximate cadence implied by 10-15 decisions / 15-20 min
30,38.630136986301366,90.0,0.7939810726436266,approximate cadence implied by 10-15 decisions / 15-20 min
30,38.86757990867579,90.0,0.7910278963486186,approximate cadence implied by 10-15 decisions / 15-20 min
30,39.10502283105023,90.0,0.7880690211279389,approximate cadence implied by 10-15 decisions / 15-20 min
30,39.342465753424655,90.0,0.7851047237704637,approximate cadence implied by 10-15 decisions / 15-20 min
30,39.57990867579909,90.0,0.7821352761047401,approximate cadence implied by 10-15 decisions / 15-20 min
30,39.817351598173516,90.0,0.7791609450498832,approximate cadence implied by 10-15 decisions / 15-20 min
30,40.054794520547944,90.0,0.7761819926676505,approximate cadence implied by 10-15 decisions / 15-20 min
30,40.29223744292237,90.0,0.773198676215576,approximate cadence implied by 10-15 decisions / 15-20 min
30,40.529680365296805,90.0,0.7702112482010469,approximate cadence implied by 10-15 decisions / 15-20 min
30,40.76712328767123,90.0,0.767219956436214,approximate cadence implied by 10-15 decisions / 15-20 min
30,41.00456621004566,90.0,0.764225044093632,approximate cadence implied by 10-15 decisions / 15-20 min
30,41.24200913242009,90.0,0.7612267497625386,approximate cadence implied by 10-15 decisions / 15-20 min
30,41.47945205479452,90.0,0.7582253075056703,approximate cadence implied by 10-15 decisions / 15-20 min
30,41.71689497716895,90.0,0.7552209469165422,approximate cadence implied by 10-15 decisions / 15-20 min
30,41.954337899543376,90.0,0.7522138931770994,approximate cadence implied by 10-15 decisions / 15-20 min
30,42.1917808219178,90.0,0.7492043671156707,approximate cadence implied by 10-15 decisions / 15-20 min
30,42.42922374429224,90.0,0.7461925852651508,approximate cadence implied by 10-15 decisions / 15-20 min
30,42.666666666666664,90.0,0.7431787599213449,approximate cadence implied by 10-15 decisions / 15-20 min
30,42.90410958904109,90.0,0.7401630992014112,approximate cadence implied by 10-15 decisions / 15-20 min
30,43.141552511415526,90.0,0.7371458071023425,approximate cadence implied by 10-15 decisions / 15-20 min
30,43.37899543378995,90.0,0.7341270835594338,approximate cadence implied by 10-15 decisions / 15-20 min
30,43.61643835616438,90.0,0.7311071245046826,approximate cadence implied by 10-15 decisions / 15-20 min
30,43.85388127853881,90.0,0.7280861219250707,approximate cadence implied by 10-15 decisions / 15-20 min
30,44.09132420091324,90.0,0.725064263920689,approximate cadence implied by 10-15 decisions / 15-20 min
30,44.32876712328767,90.0,0.7220417347626573,approximate cadence implied by 10-15 decisions / 15-20 min
30,44.566210045662096,90.0,0.7190187149508008,approximate cadence implied by 10-15 decisions / 15-20 min
30,44.80365296803653,90.0,0.7159953812710514,approximate cadence implied by 10-15 decisions / 15-20 min
30,45.04109589041096,90.0,0.7129719068525342,approximate cadence implied by 10-15 decisions / 15-20 min
30,45.278538812785385,90.0,0.7099484612243094,approximate cadence implied by 10-15 decisions / 15-20 min
30,45.51598173515981,90.0,0.7069252103717446,approximate cadence implied by 10-15 decisions / 15-20 min
30,45.75342465753425,90.0,0.703902316792484,approximate cadence implied by 10-15 decisions / 15-20 min
30,45.990867579908674,90.0,0.7008799395519955,approximate cadence implied by 10-15 decisions / 15-20 min
30,46.2283105022831,90.0,0.6978582343386687,approximate cadence implied by 10-15 decisions / 15-20 min
30,46.465753424657535,90.0,0.6948373535184464,approximate cadence implied by 10-15 decisions / 15-20 min
30,46.70319634703196,90.0,0.6918174461889706,approximate cadence implied by 10-15 decisions / 15-20 min
30,46.94063926940639,90.0,0.6887986582332171,approximate cadence implied by 10-15 decisions / 15-20 min
30,47.17808219178082,90.0,0.6857811323726195,approximate cadence implied by 10-15 decisions / 15-20 min
30,47.41552511415525,90.0,0.6827650082196492,approximate cadence implied by 10-15 decisions / 15-20 min
30,47.65296803652968,90.0,0.6797504223298558,approximate cadence implied by 10-15 decisions / 15-20 min
30,47.890410958904106,90.0,0.6767375082533416,approximate cadence implied by 10-15 decisions / 15-20 min
30,48.12785388127854,90.0,0.6737263965856704,approximate cadence implied by 10-15 decisions / 15-20 min
30,48.36529680365297,90.0,0.670717215018198,approximate cadence implied by 10-15 decisions / 15-20 min
30,48.602739726027394,90.0,0.6677100883878131,approximate cadence implied by 10-15 decisions / 15-20 min
30,48.84018264840182,90.0,0.6647051387260875,approximate cadence implied by 10-15 decisions / 15-20 min
30,49.077625570776256,90.0,0.6617024853078248,approximate cadence implied by 10-15 decisions / 15-20 min
30,49.31506849315068,90.0,0.6587022446990063,approximate cadence implied by 10-15 decisions / 15-20 min
30,49.55251141552511,90.0,0.6557045308041266,approximate cadence implied by 10-15 decisions / 15-20 min
30,49.789954337899545,90.0,0.6527094549129177,approximate cadence implied by 10-15 decisions / 15-20 min
30,50.02739726027397,90.0,0.6497171257464589,approximate cadence implied by 10-15 decisions / 15-20 min
30,50.2648401826484,90.0,0.6467276495026701,approximate cadence implied by 10-15 decisions / 15-20 min
30,50.502283105022826,90.0,0.6437411299011874,approximate cadence implied by 10-15 decisions / 15-20 min
30,50.73972602739726,90.0,0.64075766822762,approximate cadence implied by 10-15 decisions / 15-20 min
30,50.97716894977169,90.0,0.6377773633771919,approximate cadence implied by 10-15 decisions / 15-20 min
30,51.214611872146115,90.0,0.634800311897761,approximate cadence implied by 10-15 decisions / 15-20 min
30,51.45205479452054,90.0,0.6318266080322285,approximate cadence implied by 10-15 decisions / 15-20 min
30,51.68949771689498,90.0,0.6288563437603288,approximate cadence implied by 10-15 decisions / 15-20 min
30,51.926940639269404,90.0,0.6258896088398098,approximate cadence implied by 10-15 decisions / 15-20 min
30,52.16438356164383,90.0,0.6229264908470019,approximate cadence implied by 10-15 decisions / 15-20 min
30,52.401826484018265,90.0,0.6199670752167805,approximate cadence implied by 10-15 decisions / 15-20 min
30,52.63926940639269,90.0,0.6170114452819264,approximate cadence implied by 10-15 decisions / 15-20 min
30,52.87671232876712,90.0,0.6140596823118826,approximate cadence implied by 10-15 decisions / 15-20 min
30,53.11415525114155,90.0,0.6111118655509193,approximate cadence implied by 10-15 decisions / 15-20 min
30,53.35159817351598,90.0,0.6081680722557044,approximate cadence implied by 10-15 decisions / 15-20 min
30,53.58904109589041,90.0,0.6052283777322862,approximate cadence implied by 10-15 decisions / 15-20 min
30,53.826484018264836,90.0,0.6022928553724963,approximate cadence implied by 10-15 decisions / 15-20 min
30,54.06392694063927,90.0,0.5993615766897714,approximate cadence implied by 10-15 decisions / 15-20 min
30,54.3013698630137,90.0,0.5964346113544057,approximate cadence implied by 10-15 decisions / 15-20 min
30,54.538812785388124,90.0,0.5935120272282332,approximate cadence implied by 10-15 decisions / 15-20 min
30,54.77625570776255,90.0,0.5905938903987507,approximate cadence implied by 10-15 decisions / 15-20 min
30,55.013698630136986,90.0,0.587680265212683,approximate cadence implied by 10-15 decisions / 15-20 min
30,55.25114155251141,90.0,0.5847712143090003,approximate cadence implied by 10-15 decisions / 15-20 min
30,55.48858447488584,90.0,0.581866798651387,approximate cadence implied by 10-15 decisions / 15-20 min
30,55.726027397260275,90.0,0.5789670775601772,approximate cadence implied by 10-15 decisions / 15-20 min
30,55.9634703196347,90.0,0.5760721087437554,approximate cadence implied by 10-15 decisions / 15-20 min
30,56.20091324200913,90.0,0.5731819483294303,approximate cadence implied by 10-15 decisions / 15-20 min
30,56.438356164383556,90.0,0.5702966508937914,approximate cadence implied by 10-15 decisions / 15-20 min
30,56.67579908675799,90.0,0.5674162694925512,approximate cadence implied by 10-15 decisions / 15-20 min
30,56.91324200913242,90.0,0.5645408556898798,approximate cadence implied by 10-15 decisions / 15-20 min
30,57.150684931506845,90.0,0.5616704595872404,approximate cadence implied by 10-15 decisions / 15-20 min
30,57.38812785388127,90.0,0.5588051298517295,approximate cadence implied by 10-15 decisions / 15-20 min
30,57.62557077625571,90.0,0.5559449137439301,approximate cadence implied by 10-15 decisions / 15-20 min
30,57.863013698630134,90.0,0.5530898571452858,approximate cadence implied by 10-15 decisions / 15-20 min
30,58.10045662100456,90.0,0.5502400045849966,approximate cadence implied by 10-15 decisions / 15-20 min
30,58.337899543378995,90.0,0.5473953992664499,approximate cadence implied by 10-15 decisions / 15-20 min
30,58.57534246575342,90.0,0.5445560830931901,approximate cadence implied by 10-15 decisions / 15-20 min
30,58.81278538812785,90.0,0.5417220966944316,approximate cadence implied by 10-15 decisions / 15-20 min
30,59.05022831050228,90.0,0.5388934794501246,approximate cadence implied by 10-15 decisions / 15-20 min
30,59.28767123287671,90.0,0.5360702695155792,approximate cadence implied by 10-15 decisions / 15-20 min
30,59.52511415525114,90.0,0.533252503845655,approximate cadence implied by 10-15 decisions / 15-20 min
30,59.762557077625566,90.0,0.5304402182185193,approximate cadence implied by 10-15 decisions / 15-20 min
30,60.0,90.0,0.5276334472589854,approximate cadence implied by 10-15 decisions / 15-20 min
40,8.0,90.0,0.9999646424991495,approximate cadence implied by 10-15 decisions / 15-20 min
40,8.237442922374429,90.0,0.9999510993867587,approximate cadence implied by 10-15 decisions / 15-20 min
40,8.474885844748858,90.0,0.9999335866235337,approximate cadence implied by 10-15 decisions / 15-20 min
40,8.712328767123287,90.0,0.9999112945013695,approximate cadence implied by 10-15 decisions / 15-20 min
40,8.949771689497716,90.0,0.9998833254880333,approximate cadence implied by 10-15 decisions / 15-20 min
40,9.187214611872147,90.0,0.9998486964787308,approximate cadence implied by 10-15 decisions / 15-20 min
40,9.424657534246576,90.0,0.9998063423415038,approximate cadence implied by 10-15 decisions / 15-20 min
40,9.662100456621005,90.0,0.99975512062155,approximate cadence implied by 10-15 decisions / 15-20 min
40,9.899543378995434,90.0,0.9996938172503761,approximate cadence implied by 10-15 decisions / 15-20 min
40,10.136986301369863,90.0,0.9996211530947341,approximate cadence implied by 10-15 decisions / 15-20 min
40,10.374429223744292,90.0,0.9995357911765019,approximate cadence implied by 10-15 decisions / 15-20 min
40,10.61187214611872,90.0,0.9994363443968243,approximate cadence implied by 10-15 decisions / 15-20 min
40,10.849315068493151,90.0,0.9993213836047177,approximate cadence implied by 10-15 decisions / 15-20 min
40,11.086757990867579,90.0,0.9991894458608102,approximate cadence implied by 10-15 decisions / 15-20 min
40,11.32420091324201,90.0,0.9990390427598655,approximate cadence implied by 10-15 decisions / 15-20 min
40,11.561643835616438,90.0,0.9988686686903206,approximate cadence implied by 10-15 decisions / 15-20 min
40,11.799086757990867,90.0,0.9986768089244686,approximate cadence implied by 10-15 decisions / 15-20 min
40,12.036529680365296,90.0,0.9984619474485006,approximate cadence implied by 10-15 decisions / 15-20 min
40,12.273972602739725,90.0,0.9982225744568978,approximate cadence implied by 10-15 decisions / 15-20 min
40,12.511415525114156,90.0,0.9979571934502487,approximate cadence implied by 10-15 decisions / 15-20 min
40,12.748858447488583,90.0,0.9976643278891932,approximate cadence implied by 10-15 decisions / 15-20 min
40,12.986301369863014,90.0,0.9973425273696834,approximate cadence implied by 10-15 decisions / 15-20 min
40,13.223744292237443,90.0,0.9969903732960073,approximate cadence implied by 10-15 decisions / 15-20 min
40,13.461187214611872,90.0,0.9966064840379806,approximate cadence implied by 10-15 decisions / 15-20 min
40,13.698630136986301,90.0,0.9961895195674081,approximate cadence implied by 10-15 decisions / 15-20 min
40,13.93607305936073,90.0,0.9957381855763526,approximate cadence implied by 10-15 decisions / 15-20 min
40,14.173515981735159,90.0,0.995251237086033,approximate cadence implied by 10-15 decisions / 15-20 min
40,14.410958904109588,90.0,0.9947274815603356,approximate cadence implied by 10-15 decisions / 15-20 min
40,14.648401826484019,90.0,0.994165781542112,approximate cadence implied by 10-15 decisions / 15-20 min
40,14.885844748858446,90.0,0.9935650568336987,approximate cadence implied by 10-15 decisions / 15-20 min
40,15.123287671232877,90.0,0.9929242862455617,approximate cadence implied by 10-15 decisions / 15-20 min
40,15.360730593607306,90.0,0.9922425089387316,approximate cadence implied by 10-15 decisions / 15-20 min
40,15.598173515981735,90.0,0.9915188253878332,approximate cadence implied by 10-15 decisions / 15-20 min
40,15.835616438356164,90.0,0.990752397992138,approximate cadence implied by 10-15 decisions / 15-20 min
40,16.073059360730593,90.0,0.9899424513622297,approximate cadence implied by 10-15 decisions / 15-20 min
40,16.310502283105023,90.0,0.9890882723096832,approximate cadence implied by 10-15 decisions / 15-20 min
40,16.54794520547945,90.0,0.9881892095666414,approximate cadence implied by 10-15 decisions / 15-20 min
40,16.78538812785388,90.0,0.9872446732614324,approximate cadence implied by 10-15 decisions / 15-20 min
40,17.022831050228312,90.0,0.9862541341754154,approximate cadence implied by 10-15 decisions / 15-20 min
40,17.26027397260274,90.0,0.9852171228051605,approximate cadence implied by 10-15 decisions / 15-20 min
40,17.497716894977167,90.0,0.9841332282528629,approximate cadence implied by 10-15 decisions / 15-20 min
40,17.735159817351597,90.0,0.9830020969666187,approximate cadence implied by 10-15 decisions / 15-20 min
40,17.972602739726028,90.0,0.9818234313508756,approximate cadence implied by 10-15 decisions / 15-20 min
40,18.210045662100455,90.0,0.9805969882660288,approximate cadence implied by 10-15 decisions / 15-20 min
40,18.447488584474886,90.0,0.9793225774347957,approximate cadence implied by 10-15 decisions / 15-20 min
40,18.684931506849317,90.0,0.9780000597716786,approximate cadence implied by 10-15 decisions / 15-20 min
40,18.922374429223744,90.0,0.9766293456505347,approximate cadence implied by 10-15 decisions / 15-20 min
40,19.15981735159817,90.0,0.9752103931240086,approximate cadence implied by 10-15 decisions / 15-20 min
40,19.397260273972602,90.0,0.9737432061073856,approximate cadence implied by 10-15 decisions / 15-20 min
40,19.634703196347033,90.0,0.9722278325382634,approximate cadence implied by 10-15 decisions / 15-20 min
40,19.87214611872146,90.0,0.970664362522345,approximate cadence implied by 10-15 decisions / 15-20 min
40,20.109589041095887,90.0,0.969052926474617,approximate cadence implied by 10-15 decisions / 15-20 min
40,20.347031963470318,90.0,0.9673936932642081,approximate cadence implied by 10-15 decisions / 15-20 min
40,20.58447488584475,90.0,0.9656868683702997,approximate cadence implied by 10-15 decisions / 15-20 min
40,20.821917808219176,90.0,0.9639326920556183,approximate cadence implied by 10-15 decisions / 15-20 min
40,21.059360730593607,90.0,0.9621314375632429,approximate cadence implied by 10-15 decisions / 15-20 min
40,21.296803652968038,90.0,0.9602834093417295,approximate cadence implied by 10-15 decisions / 15-20 min
40,21.534246575342465,90.0,0.9583889413028779,approximate cadence implied by 10-15 decisions / 15-20 min
40,21.771689497716892,90.0,0.9564483951158506,approximate cadence implied by 10-15 decisions / 15-20 min
40,22.009132420091323,90.0,0.9544621585407763,approximate cadence implied by 10-15 decisions / 15-20 min
40,22.246575342465754,90.0,0.9524306438044607,approximate cadence implied by 10-15 decisions / 15-20 min
40,22.48401826484018,90.0,0.9503542860203466,approximate cadence implied by 10-15 decisions / 15-20 min
40,22.72146118721461,90.0,0.9482335416544426,approximate cadence implied by 10-15 decisions / 15-20 min
40,22.958904109589042,90.0,0.9460688870385519,approximate cadence implied by 10-15 decisions / 15-20 min
40,23.19634703196347,90.0,0.9438608169317779,approximate cadence implied by 10-15 decisions / 15-20 min
40,23.433789954337897,90.0,0.94160984313098,approximate cadence implied by 10-15 decisions / 15-20 min
40,23.671232876712327,90.0,0.9393164931305651,approximate cadence implied by 10-15 decisions / 15-20 min
40,23.908675799086758,90.0,0.9369813088317559,approximate cadence implied by 10-15 decisions / 15-20 min
40,24.146118721461185,90.0,0.934604845301255,approximate cadence implied by 10-15 decisions / 15-20 min
40,24.383561643835616,90.0,0.9321876695790287,approximate cadence implied by 10-15 decisions / 15-20 min
40,24.621004566210043,90.0,0.9297303595347645,approximate cadence implied by 10-15 decisions / 15-20 min
